"1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"3031437775","3072480998","3125456671","3190564032","3256064767","3322973367","3393031801","3462460201","3532826854","3607499991","3682911039","3760509002","3836892580","3912347640","3988478324","4062864562","4135418002","4207766711","4281312782","4356746035","4432925590","4511137170","4592341169","4674266079","4755914211","4839074592","4924736807","5012555212","5101297281","5189996799","5280076284","5368065408","5452349932","5537511534","5621787194","5706689090","5789623839","5872254361","5954005524","6034491778","6114332536","6193671787","6272752974","6351882361","6431551644","6511748367","6592734542","6674203658","6756917904","6839574284","6921871614","7002860604","7085763408","7169640142","7254228377","7338964960","7424282488","7509065705","7591932906.5","7673533972"
